CODESTUDIANTE,ESTP_FECHAINGRESO,CREDITOSAPROBADOS,UBICACION_SEMESTRAL,PROMEDIO_GENERAL,PROGRAMA,JORNADA,GENERO,FECHA_NACIMIENTO,CODIGOCIUDADR,CIUDADRESIDENCIA,ESTRATO,TIENE_SISBEN,INFE_VIVECONFAMILIA,INFE_SITUACIONPADRES,INFE_NUMEROFAMILIARES,INFE_NUMEROHERMANOS,INFE_POSICIONENHERMANOS,INFE_NUMMIEMBROSTRABAJA
178731,5/12/2024 3:21:13 p. m.,16,1,"3,73",INGENIERIA DE SISTEMAS,NOCTURNA,M,9/05/2001 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y CONVIVEN,3,1,2,2
178730,5/12/2024 3:21:13 p. m.,20,1,"3,98",INGENIERIA DE SISTEMAS,NOCTURNA,M,8/12/2001 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y SEPARADOS,4,1,2,1
178729,5/12/2024 3:21:13 p. m.,20,1,"3,94",INGENIERIA DE SISTEMAS,NOCTURNA,M,19/05/2002 12:00:00 a. m.,13688,SANTA ROSA DEL SUR,1,1,1,VIVOS Y CONVIVEN,6,4,3,2
178732,5/12/2024 3:21:14 p. m.,20,1,"3,82",INGENIERIA DE SISTEMAS,NOCTURNA,M,9/09/1997 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y SEPARADOS,1,0,0,1
178733,5/12/2024 3:21:14 p. m.,20,1,"3,86",INGENIERIA DE SISTEMAS,NOCTURNA,M,3/11/2000 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,6,2,3,2
178734,5/12/2024 3:32:31 p. m.,8,1,"4,2",INGENIERIA DE SISTEMAS,NOCTURNA,F,26/01/1987 12:00:00 a. m.,68276,FLORIDABLANCA,3,,1,VIVOS Y SEPARADOS,3,4,1,1
178868,6/12/2024 3:35:25 p. m.,16,1,"3,8",INGENIERIA DE SISTEMAS,NOCTURNA,M,23/02/2002 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,0,,,,,
178867,6/12/2024 3:35:25 p. m.,16,1,"3,65",INGENIERIA DE SISTEMAS,NOCTURNA,M,6/04/1998 12:00:00 a. m.,20770,SAN MARTIN,2,1,1,VIVOS Y CONVIVEN,4,1,2,2
178866,6/12/2024 3:35:25 p. m.,16,1,"3,6",INGENIERIA DE SISTEMAS,NOCTURNA,M,17/01/2001 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y SEPARADOS,5,3,2,1
179109,10/12/2024 7:19:26 p. m.,20,1,"3,88",INGENIERIA DE SISTEMAS,NOCTURNA,M,22/08/2003 12:00:00 a. m.,68547,PIEDECUESTA,2,1,0,VIVOS Y SEPARADOS,3,1,2,2
179110,10/12/2024 7:19:26 p. m.,16,1,"3,89",INGENIERIA DE SISTEMAS,NOCTURNA,M,7/10/1997 12:00:00 a. m.,68276,FLORIDABLANCA,1,0,1,VIVOS Y SEPARADOS,4,1,1,2
179308,11/12/2024 6:50:56 p. m.,20,1,"4,3",INGENIERIA DE SISTEMAS,DIURNA,M,16/10/2003 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,3,4,4,1
179309,11/12/2024 6:50:57 p. m.,0,0,0,INGENIERIA DE SISTEMAS,DIURNA,F,24/02/2001 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,4,1,1,2
179310,11/12/2024 6:50:57 p. m.,20,1,"4,5",INGENIERIA DE SISTEMAS,DIURNA,M,19/01/2004 12:00:00 a. m.,68307,GIRON,3,0,1,VIVOS Y CONVIVEN,4,1,2,2
179311,11/12/2024 7:53:41 p. m.,12,1,"4,03",INGENIERIA DE SISTEMAS,NOCTURNA,M,10/10/2002 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,VIVOS Y CONVIVEN,5,2,3,3
179314,11/12/2024 7:53:41 p. m.,16,1,"3,59",INGENIERIA DE SISTEMAS,NOCTURNA,M,16/05/2002 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,6,4,4,2
179323,11/12/2024 7:53:41 p. m.,20,1,"4,07",INGENIERIA DE SISTEMAS,NOCTURNA,M,19/08/2003 12:00:00 a. m.,68001,BUCARAMANGA,,0,0,,,,,
179316,11/12/2024 7:53:41 p. m.,20,1,"3,49",INGENIERIA DE SISTEMAS,NOCTURNA,M,24/12/1999 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y CONVIVEN,4,1,1,2
179317,11/12/2024 7:53:41 p. m.,20,1,"4,52",INGENIERIA DE SISTEMAS,NOCTURNA,F,10/06/2002 12:00:00 a. m.,68780,SURATA,1,1,1,VIVOS Y CONVIVEN,4,1,1,1
179321,11/12/2024 7:53:41 p. m.,20,1,"4,3",INGENIERIA DE SISTEMAS,NOCTURNA,M,12/04/1992 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,VIVOS Y SEPARADOS,5,4,1,2
179312,11/12/2024 7:53:41 p. m.,20,1,"3,88",INGENIERIA DE SISTEMAS,NOCTURNA,M,28/12/1993 12:00:00 a. m.,68001,BUCARAMANGA,1,1,0,VIVOS Y SEPARADOS,2,0,,1
179318,11/12/2024 7:53:41 p. m.,16,1,"3,64",INGENIERIA DE SISTEMAS,NOCTURNA,M,4/10/1982 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,0,,,,,
179320,11/12/2024 7:53:41 p. m.,20,2,"3,85",INGENIERIA DE SISTEMAS,NOCTURNA,M,15/02/2004 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y SEPARADOS,4,3,3,1
179315,11/12/2024 7:53:41 p. m.,16,1,"3,63",INGENIERIA DE SISTEMAS,NOCTURNA,M,17/01/2001 12:00:00 a. m.,68547,PIEDECUESTA,2,1,0,VIVOS Y SEPARADOS,3,,,
179319,11/12/2024 7:53:41 p. m.,16,1,"4,6",INGENIERIA DE SISTEMAS,NOCTURNA,M,11/09/2002 12:00:00 a. m.,68001,BUCARAMANGA,,0,0,,,,,
179322,11/12/2024 7:53:41 p. m.,16,1,"4,01",INGENIERIA DE SISTEMAS,NOCTURNA,M,15/07/2002 12:00:00 a. m.,68307,GIRON,,0,0,,,,,
179313,11/12/2024 7:53:41 p. m.,0,1,"1,29",INGENIERIA DE SISTEMAS,NOCTURNA,M,1/06/2001 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,PADRE VIVO - MADRE DIFUNTA,,,,
179480,15/12/2024 11:20:12 p. m.,8,1,"3,39",INGENIERIA DE SISTEMAS,NOCTURNA,M,3/09/1989 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,VIVOS Y CONVIVEN,6,3,2,1
179788,18/12/2024 8:23:35 p. m.,20,1,"3,88",INGENIERIA DE SISTEMAS,DIURNA,M,10/11/2003 12:00:00 a. m.,68152,CARCASI,2,1,1,VIVOS Y SEPARADOS,4,2,1,1
179791,18/12/2024 9:43:59 p. m.,12,1,"3,3",INGENIERIA DE SISTEMAS,NOCTURNA,M,1/10/2002 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y CONVIVEN,4,1,1,2
179795,18/12/2024 9:43:59 p. m.,4,1,"3,7",INGENIERIA DE SISTEMAS,NOCTURNA,M,18/08/1988 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y SEPARADOS,5,0,0,3
179792,18/12/2024 9:43:59 p. m.,20,1,"3,68",INGENIERIA DE SISTEMAS,NOCTURNA,M,20/01/2002 12:00:00 a. m.,68418,LOS SANTOS,1,1,1,VIVOS Y CONVIVEN,4,1,1,1
179796,18/12/2024 9:43:59 p. m.,16,1,"3,55",INGENIERIA DE SISTEMAS,NOCTURNA,M,11/03/2004 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y CONVIVEN,4,4,4,1
179790,18/12/2024 9:43:59 p. m.,16,1,"3,53",INGENIERIA DE SISTEMAS,NOCTURNA,M,20/05/1995 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,3,1,2,0
179794,18/12/2024 9:43:59 p. m.,20,1,"3,72",INGENIERIA DE SISTEMAS,NOCTURNA,M,13/10/2003 12:00:00 a. m.,68689,SAN VICENTE DE CHUCURI,2,1,1,MADRE VIVA - PADRE DIFUNTO,4,3,2,1
179793,18/12/2024 9:43:59 p. m.,8,1,"3,33",INGENIERIA DE SISTEMAS,NOCTURNA,M,21/01/2001 12:00:00 a. m.,68276,FLORIDABLANCA,1,1,1,VIVOS Y CONVIVEN,5,2,1,1
179884,19/12/2024 2:31:03 p. m.,12,1,"3,23",INGENIERIA DE SISTEMAS,NOCTURNA,M,7/05/2003 12:00:00 a. m.,68547,PIEDECUESTA,1,1,1,VIVOS Y CONVIVEN,6,4,3,2
180386,27/12/2024 8:35:57 a. m.,20,1,"4,07",INGENIERIA DE SISTEMAS,NOCTURNA,M,24/10/2003 12:00:00 a. m.,85139,MANI,1,1,1,VIVOS Y CONVIVEN,4,1,2,2
180721,3/01/2025 10:51:40 a. m.,20,1,4,INGENIERIA DE SISTEMAS,NOCTURNA,M,7/05/2002 12:00:00 a. m.,20400,LA JAGUA DE IBIRICO,1,1,1,VIVOS Y CONVIVEN,5,3,2,1
180720,3/01/2025 10:51:40 a. m.,16,1,"3,38",INGENIERIA DE SISTEMAS,NOCTURNA,M,28/05/1994 12:00:00 a. m.,68276,FLORIDABLANCA,1,,1,VIVOS Y SEPARADOS,4,3,3,4
180836,7/01/2025 10:45:08 p. m.,16,1,"4,14",INGENIERIA DE SISTEMAS,DIURNA,M,27/11/2003 12:00:00 a. m.,68547,PIEDECUESTA,3,0,1,VIVOS Y SEPARADOS,3,0,,1
182177,12/01/2025 9:17:09 p. m.,20,1,"3,84",INGENIERIA DE SISTEMAS,NOCTURNA,M,2/12/2001 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,4,1,2,3
182211,13/01/2025 11:22:08 a. m.,56,3,"3,73",INGENIERIA DE SISTEMAS,DIURNA,M,12/05/1992 12:00:00 a. m.,68001,BUCARAMANGA,4,0,1,VIVOS Y SEPARADOS,3,1,2,2
182537,15/01/2025 10:25:57 a. m.,12,1,"3,41",INGENIERIA DE SISTEMAS,NOCTURNA,M,25/12/1997 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,MADRE VIVA - PADRE DIFUNTO,7,6,5,2
182536,15/01/2025 10:25:57 a. m.,2,1,"2,23",INGENIERIA DE SISTEMAS,NOCTURNA,M,28/04/2002 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,VIVOS Y CONVIVEN,5,4,4,1
183275,18/01/2025 12:04:40 p. m.,20,1,"4,21",INGENIERIA DE SISTEMAS,NOCTURNA,F,2/08/2003 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y SEPARADOS,3,1,2,1
183274,18/01/2025 12:04:40 p. m.,20,1,"3,63",INGENIERIA DE SISTEMAS,NOCTURNA,M,24/01/1994 12:00:00 a. m.,68547,PIEDECUESTA,3,0,1,VIVOS Y SEPARADOS,3,1,1,2
183276,18/01/2025 12:04:40 p. m.,12,1,"4,02",INGENIERIA DE SISTEMAS,NOCTURNA,F,29/03/2002 12:00:00 a. m.,68276,FLORIDABLANCA,1,1,1,VIVOS Y CONVIVEN,3,,,1
183277,18/01/2025 12:04:40 p. m.,12,1,"3,84",INGENIERIA DE SISTEMAS,NOCTURNA,F,29/03/2004 12:00:00 a. m.,68547,PIEDECUESTA,1,1,1,MADRE VIVA - PADRE DIFUNTO,5,5,1,3
183307,18/01/2025 9:02:45 p. m.,12,1,"3,78",INGENIERIA DE SISTEMAS,DIURNA,M,8/05/2004 12:00:00 a. m.,68307,GIRON,2,1,1,MADRE VIVA - PADRE DIFUNTO,2,1,2,0
183509,21/01/2025 9:00:12 p. m.,20,1,"4,63",INGENIERIA DE SISTEMAS,NOCTURNA,M,11/12/2004 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,5,2,3,1
183510,21/01/2025 9:00:12 p. m.,20,1,"4,61",INGENIERIA DE SISTEMAS,NOCTURNA,M,3/11/2004 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y SEPARADOS,4,3,3,1
183508,21/01/2025 9:00:12 p. m.,12,1,"3,45",INGENIERIA DE SISTEMAS,DIURNA,M,14/03/2002 12:00:00 a. m.,68547,PIEDECUESTA,1,1,1,VIVOS Y CONVIVEN,5,2,3,1
183507,21/01/2025 9:00:12 p. m.,20,1,"4,06",INGENIERIA DE SISTEMAS,DIURNA,M,28/01/2005 12:00:00 a. m.,68276,FLORIDABLANCA,1,1,1,VIVOS Y CONVIVEN,4,1,2,2
183511,21/01/2025 9:00:52 p. m.,20,1,"4,06",INGENIERIA DE SISTEMAS,NOCTURNA,M,2/03/2000 12:00:00 a. m.,68001,BUCARAMANGA,,0,0,,,,,
183769,23/01/2025 11:25:15 a. m.,20,1,"4,01",INGENIERIA DE SISTEMAS,DIURNA,M,1/07/2001 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,3,0,,2
183768,23/01/2025 11:25:15 a. m.,20,1,"3,78",INGENIERIA DE SISTEMAS,DIURNA,M,10/08/2004 12:00:00 a. m.,68418,LOS SANTOS,2,1,1,VIVOS Y CONVIVEN,4,1,1,2
183770,23/01/2025 11:25:15 a. m.,20,1,"4,3",INGENIERIA DE SISTEMAS,DIURNA,M,26/07/2003 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,3,0,0,1
183772,23/01/2025 11:25:15 a. m.,20,1,"4,01",INGENIERIA DE SISTEMAS,DIURNA,M,27/03/2004 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,VIVOS Y SEPARADOS,2,0,0,1
183771,23/01/2025 11:25:15 a. m.,20,1,"4,65",INGENIERIA DE SISTEMAS,DIURNA,M,20/10/1997 12:00:00 a. m.,68276,FLORIDABLANCA,1,1,1,VIVOS Y CONVIVEN,5,2,,1
183784,23/01/2025 11:52:10 a. m.,8,1,"3,8",INGENIERIA DE SISTEMAS,NOCTURNA,M,11/03/2003 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y SEPARADOS,4,,,3
183782,23/01/2025 11:52:10 a. m.,8,1,"4,13",INGENIERIA DE SISTEMAS,NOCTURNA,F,14/12/2002 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y SEPARADOS,4,1,1,1
183781,23/01/2025 11:52:10 a. m.,20,1,"3,58",INGENIERIA DE SISTEMAS,NOCTURNA,M,29/03/2004 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y SEPARADOS,4,6,4,2
183783,23/01/2025 11:52:10 a. m.,20,1,"4,13",INGENIERIA DE SISTEMAS,NOCTURNA,M,30/11/1983 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,3,3,2,1
183786,23/01/2025 11:52:11 a. m.,16,1,"3,8",INGENIERIA DE SISTEMAS,NOCTURNA,M,30/04/1998 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,4,1,2,1
183788,23/01/2025 11:52:11 a. m.,20,1,"3,9",INGENIERIA DE SISTEMAS,NOCTURNA,M,3/11/2001 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,MADRE VIVA - PADRE DIFUNTO,3,1,1,2
183785,23/01/2025 11:52:11 a. m.,20,1,"4,02",INGENIERIA DE SISTEMAS,NOCTURNA,M,9/01/2005 12:00:00 a. m.,68235,EL CARMEN,2,1,0,VIVOS Y CONVIVEN,3,1,,1
183789,23/01/2025 11:52:11 a. m.,16,1,"3,89",INGENIERIA DE SISTEMAS,NOCTURNA,M,8/10/2002 12:00:00 a. m.,68276,FLORIDABLANCA,3,1,1,VIVOS Y SEPARADOS,7,2,1,1
183787,23/01/2025 11:52:11 a. m.,16,1,"3,53",INGENIERIA DE SISTEMAS,NOCTURNA,M,14/05/2002 12:00:00 a. m.,68001,BUCARAMANGA,4,1,1,VIVOS Y CONVIVEN,4,1,1,1
183807,23/01/2025 1:58:51 p. m.,20,1,"4,02",INGENIERIA DE SISTEMAS,DIURNA,M,9/04/2001 12:00:00 a. m.,68307,GIRON,3,1,1,VIVOS Y SEPARADOS,2,1,2,1
183812,23/01/2025 1:58:51 p. m.,16,1,"3,68",INGENIERIA DE SISTEMAS,DIURNA,F,7/07/2003 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,5,3,1,2
183811,23/01/2025 1:58:51 p. m.,20,1,"4,12",INGENIERIA DE SISTEMAS,DIURNA,M,18/02/2004 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,4,1,2,1
183808,23/01/2025 1:58:51 p. m.,16,1,"3,93",INGENIERIA DE SISTEMAS,DIURNA,M,12/02/2003 12:00:00 a. m.,20400,LA JAGUA DE IBIRICO,1,1,1,VIVOS Y CONVIVEN,5,2,2,1
183806,23/01/2025 1:58:51 p. m.,16,1,"4,04",INGENIERIA DE SISTEMAS,DIURNA,M,5/05/2004 12:00:00 a. m.,68307,GIRON,1,0,1,DIFUNTOS,3,2,3,1
183809,23/01/2025 1:58:51 p. m.,16,1,"4,05",INGENIERIA DE SISTEMAS,DIURNA,M,25/01/2004 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y CONVIVEN,4,1,1,1
183810,23/01/2025 1:58:51 p. m.,20,1,"4,06",INGENIERIA DE SISTEMAS,DIURNA,M,18/03/2004 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,4,1,1,2
183816,23/01/2025 2:49:01 p. m.,12,1,"3,17",INGENIERIA DE SISTEMAS,NOCTURNA,M,18/11/2002 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y SEPARADOS,4,1,1,1
183815,23/01/2025 2:49:01 p. m.,16,1,"3,53",INGENIERIA DE SISTEMAS,NOCTURNA,M,2/06/2003 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,5,2,2,1
183819,23/01/2025 2:49:01 p. m.,20,1,"3,45",INGENIERIA DE SISTEMAS,NOCTURNA,M,2/05/2004 12:00:00 a. m.,68406,LEBRIJA,1,1,1,MADRE VIVA - PADRE DIFUNTO,4,4,3,1
183814,23/01/2025 2:49:01 p. m.,4,1,"3,07",INGENIERIA DE SISTEMAS,NOCTURNA,M,6/06/2003 12:00:00 a. m.,68307,GIRON,2,0,0,VIVOS Y SEPARADOS,3,0,0,2
183813,23/01/2025 2:49:01 p. m.,24,2,"3,82",INGENIERIA DE SISTEMAS,NOCTURNA,F,29/07/1993 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,2,0,0,1
183820,23/01/2025 2:49:01 p. m.,20,1,"3,7",INGENIERIA DE SISTEMAS,NOCTURNA,F,4/09/2003 12:00:00 a. m.,68406,LEBRIJA,1,1,1,VIVOS Y CONVIVEN,6,4,2,3
183818,23/01/2025 2:49:01 p. m.,12,1,"3,34",INGENIERIA DE SISTEMAS,NOCTURNA,F,21/10/2000 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,3,2,2,1
183817,23/01/2025 2:49:01 p. m.,20,1,"3,99",INGENIERIA DE SISTEMAS,NOCTURNA,M,26/04/2005 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,4,1,1,1
183821,23/01/2025 3:04:06 p. m.,16,1,"3,55",INGENIERIA DE SISTEMAS,NOCTURNA,F,27/02/1997 12:00:00 a. m.,68307,GIRON,2,1,1,MADRE VIVA - PADRE DIFUNTO,5,4,3,3
183822,23/01/2025 3:04:06 p. m.,20,1,"3,99",INGENIERIA DE SISTEMAS,NOCTURNA,M,7/11/2004 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,2,2,1,1
183823,23/01/2025 3:04:06 p. m.,12,1,"3,88",INGENIERIA DE SISTEMAS,NOCTURNA,M,16/09/2000 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y CONVIVEN,5,3,4,3
183824,23/01/2025 3:04:07 p. m.,20,1,"3,81",INGENIERIA DE SISTEMAS,NOCTURNA,M,14/08/2002 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,4,1,2,1
183852,23/01/2025 4:49:31 p. m.,16,1,"3,96",INGENIERIA DE SISTEMAS,DIURNA,M,31/12/2003 12:00:00 a. m.,68406,LEBRIJA,1,1,0,VIVOS Y CONVIVEN,3,,,1
183866,23/01/2025 4:57:08 p. m.,20,1,"3,78",INGENIERIA DE SISTEMAS,NOCTURNA,M,24/09/2000 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,2,,,1
183955,24/01/2025 9:08:22 a. m.,16,1,"3,64",INGENIERIA DE SISTEMAS,NOCTURNA,M,16/11/1995 12:00:00 a. m.,68001,BUCARAMANGA,4,0,1,VIVOS Y SEPARADOS,3,1,2,3
184033,24/01/2025 8:42:07 p. m.,20,1,"4,49",INGENIERIA DE SISTEMAS,DIURNA,M,17/09/2005 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,4,3,3,2
184035,24/01/2025 8:52:01 p. m.,16,1,"3,86",INGENIERIA DE SISTEMAS,NOCTURNA,M,5/09/2001 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,4,2,3,2
184034,24/01/2025 8:52:01 p. m.,20,1,"3,9",INGENIERIA DE SISTEMAS,NOCTURNA,M,2/07/2001 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,4,2,1,1
184037,24/01/2025 8:52:01 p. m.,18,1,"3,73",INGENIERIA DE SISTEMAS,NOCTURNA,M,12/01/2003 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,VIVOS Y CONVIVEN,6,2,3,1
184036,24/01/2025 8:52:01 p. m.,20,1,"3,81",INGENIERIA DE SISTEMAS,NOCTURNA,M,8/07/2003 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,VIVOS Y CONVIVEN,5,2,1,1
184072,27/01/2025 11:20:53 a. m.,20,1,"3,83",INGENIERIA DE SISTEMAS,DIURNA,F,16/02/2004 12:00:00 a. m.,68276,FLORIDABLANCA,3,0,1,VIVOS Y CONVIVEN,4,1,1,1
184129,28/01/2025 4:17:56 p. m.,16,1,"3,43",INGENIERIA DE SISTEMAS,NOCTURNA,M,6/02/1986 12:00:00 a. m.,68307,GIRON,3,0,1,VIVOS Y SEPARADOS,3,1,1,1
184333,2/05/2025 3:35:59 p. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,F,28/08/1998 12:00:00 a. m.,68307,GIRON,2,1,0,VIVOS Y CONVIVEN,4,2,2,0
184903,12/05/2025 1:40:56 p. m.,0,1,0,INGENIERIA DE SISTEMAS,NOCTURNA,F,16/01/2004 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,5,2,1,2
184904,12/05/2025 1:40:56 p. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,5/09/2000 12:00:00 a. m.,68895,ZAPATOCA,2,1,1,VIVOS Y CONVIVEN,4,1,2,1
187525,27/06/2025 9:30:10 a. m.,0,0,0,INGENIERIA DE SISTEMAS,DIURNA,M,8/11/2004 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,4,1,1,2
187527,27/06/2025 9:46:57 a. m.,0,1,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,26/05/2000 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y SEPARADOS,3,2,1,1
187528,27/06/2025 9:46:57 a. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,11/06/2002 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,5,3,2,1
187530,27/06/2025 9:46:58 a. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,23/02/2004 12:00:00 a. m.,68406,LEBRIJA,1,1,0,,,,,
187529,27/06/2025 9:46:58 a. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,27/10/2004 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,4,1,1,1
187532,27/06/2025 9:46:58 a. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,2/07/2003 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y SEPARADOS,3,1,1,1
187531,27/06/2025 9:46:58 a. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,10/12/1999 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y SEPARADOS,4,2,3,3
188313,7/07/2025 6:20:00 p. m.,36,2,"3,76",INGENIERIA DE SISTEMAS,NOCTURNA,M,18/04/2002 12:00:00 a. m.,68001,BUCARAMANGA,3,0,0,VIVOS Y CONVIVEN,4,3,4,3
189706,15/07/2025 11:37:49 a. m.,0,1,0,INGENIERIA DE SISTEMAS,DIURNA,M,5/09/1988 12:00:00 a. m.,68547,PIEDECUESTA,3,0,1,VIVOS Y SEPARADOS,3,1,2,1
189767,15/07/2025 3:13:04 p. m.,0,1,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,8/09/2002 12:00:00 a. m.,81736,SARAVENA,1,1,0,MADRE VIVA - PADRE DIFUNTO,2,3,4,1
189766,15/07/2025 3:13:04 p. m.,0,1,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,27/08/2003 12:00:00 a. m.,68276,FLORIDABLANCA,3,0,1,VIVOS Y SEPARADOS,3,0,1,2
189764,15/07/2025 3:13:04 p. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,23/09/2003 12:00:00 a. m.,68418,LOS SANTOS,2,1,1,VIVOS Y CONVIVEN,3,0,1,2
189765,15/07/2025 3:13:04 p. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,23/02/2001 12:00:00 a. m.,68307,GIRON,2,1,0,VIVOS Y CONVIVEN,5,2,3,3
190283,17/07/2025 2:58:16 p. m.,0,0,0,INGENIERIA DE SISTEMAS,DIURNA,F,29/05/2003 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y SEPARADOS,4,1,1,2
190287,17/07/2025 2:58:16 p. m.,0,1,0,INGENIERIA DE SISTEMAS,DIURNA,M,15/03/2001 12:00:00 a. m.,68547,PIEDECUESTA,1,0,1,VIVOS Y CONVIVEN,4,2,2,0
190282,17/07/2025 2:58:16 p. m.,0,0,0,INGENIERIA DE SISTEMAS,DIURNA,M,6/02/2005 12:00:00 a. m.,68276,FLORIDABLANCA,2,0,1,VIVOS Y CONVIVEN,4,1,1,2
190286,17/07/2025 2:58:16 p. m.,0,0,0,INGENIERIA DE SISTEMAS,DIURNA,M,14/12/2003 12:00:00 a. m.,68547,PIEDECUESTA,3,0,1,VIVOS Y CONVIVEN,5,3,,1
190281,17/07/2025 2:58:16 p. m.,0,0,0,INGENIERIA DE SISTEMAS,DIURNA,M,19/02/2002 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,4,1,2,1
190280,17/07/2025 2:58:16 p. m.,0,1,0,INGENIERIA DE SISTEMAS,DIURNA,M,18/04/2002 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y SEPARADOS,2,3,3,1
