CODESTUDIANTE,ESTP_FECHAINGRESO,CREDITOSAPROBADOS,UBICACION_SEMESTRAL,PROMEDIO_GENERAL,PROGRAMA,JORNADA,GENERO,FECHA_NACIMIENTO,CODIGOCIUDADR,CIUDADRESIDENCIA,ESTRATO,TIENE_SISBEN,INFE_VIVECONFAMILIA,INFE_SITUACIONPADRES,INFE_NUMEROFAMILIARES,INFE_NUMEROHERMANOS,INFE_POSICIONENHERMANOS,INFE_NUMMIEMBROSTRABAJA

110545,20/11/2018 10:29:02 a. m.,65,4,"3,82",INGENIERIA DE SISTEMAS,NOCTURNA,F,15/01/1998 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y SEPARADOS,4,1,1,2
110718,4/12/2018 4:16:45 p. m.,65,4,"4,41",INGENIERIA DE SISTEMAS,NOCTURNA,M,9/11/1997 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,VIVOS Y CONVIVEN,4,1,1,2
110717,4/12/2018 4:16:45 p. m.,65,4,"4,47",INGENIERIA DE SISTEMAS,NOCTURNA,M,23/08/1997 12:00:00 a. m.,68001,BUCARAMANGA,3,1,0,MADRE VIVA - PADRE DIFUNTO,6,4,5,3
111011,12/12/2018 10:45:51 a. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,9/03/1996 12:00:00 a. m.,68001,BUCARAMANGA,3,0,0,VIVOS Y CONVIVEN,3,0,1,1
111115,13/12/2018 3:55:52 p. m.,65,4,"4,39",INGENIERIA DE SISTEMAS,NOCTURNA,M,6/02/1994 12:00:00 a. m.,54001,CUCUTA,2,0,0,VIVOS Y SEPARADOS,5,3,1,1
111118,13/12/2018 4:11:06 p. m.,65,4,"4,46",INGENIERIA DE SISTEMAS,NOCTURNA,M,1/04/1996 12:00:00 a. m.,68276,FLORIDABLANCA,1,,0,VIVOS Y CONVIVEN,6,4,2,3
111308,19/12/2018 9:25:21 a. m.,63,4,"3,93",INGENIERIA DE SISTEMAS,NOCTURNA,M,24/08/1993 12:00:00 a. m.,68276,FLORIDABLANCA,2,0,1,VIVOS Y CONVIVEN,4,1,2,1
111704,8/01/2019 1:05:40 p. m.,65,4,"4,09",INGENIERIA DE SISTEMAS,NOCTURNA,F,7/01/1998 12:00:00 a. m.,68001,BUCARAMANGA,3,0,0,,,,,
112040,11/01/2019 1:15:42 p. m.,65,4,"4,19",INGENIERIA DE SISTEMAS,NOCTURNA,M,28/01/1990 12:00:00 a. m.,68276,FLORIDABLANCA,3,0,1,VIVOS Y CONVIVEN,4,4,4,2
112307,14/01/2019 4:21:03 p. m.,65,4,"4,27",INGENIERIA DE SISTEMAS,NOCTURNA,M,2/05/1997 12:00:00 a. m.,68276,FLORIDABLANCA,1,1,1,VIVOS Y SEPARADOS,2,0,1,2
112304,14/01/2019 4:21:03 p. m.,65,4,"4,29",INGENIERIA DE SISTEMAS,NOCTURNA,M,12/12/1997 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,MADRE VIVA - PADRE DIFUNTO,6,4,4,2
112306,14/01/2019 4:21:03 p. m.,65,4,"3,68",INGENIERIA DE SISTEMAS,NOCTURNA,M,30/07/1996 12:00:00 a. m.,68406,LEBRIJA,2,,1,VIVOS Y CONVIVEN,3,0,0,2
112308,14/01/2019 4:21:03 p. m.,65,4,"4,08",INGENIERIA DE SISTEMAS,NOCTURNA,M,14/08/1998 12:00:00 a. m.,68001,BUCARAMANGA,2,,1,VIVOS Y SEPARADOS,5,2,1,1
112309,14/01/2019 4:21:03 p. m.,14,1,"2,91",INGENIERIA DE SISTEMAS,NOCTURNA,M,4/12/1991 12:00:00 a. m.,68547,PIEDECUESTA,2,0,1,VIVOS Y SEPARADOS,2,2,1,2
112305,14/01/2019 4:21:03 p. m.,57,4,"3,51",INGENIERIA DE SISTEMAS,NOCTURNA,M,8/12/1994 12:00:00 a. m.,68001,BUCARAMANGA,2,,1,VIVOS Y CONVIVEN,5,3,1,2
112591,16/01/2019 2:30:20 p. m.,65,4,"4,12",INGENIERIA DE SISTEMAS,NOCTURNA,F,2/07/1997 12:00:00 a. m.,68001,BUCARAMANGA,1,0,0,VIVOS Y CONVIVEN,6,3,3,1
112592,16/01/2019 2:30:20 p. m.,65,4,"4,14",INGENIERIA DE SISTEMAS,NOCTURNA,M,26/10/1991 12:00:00 a. m.,11001,BOGOTA D.C.,2,0,1,VIVOS Y CONVIVEN,12,10,10,10
112759,17/01/2019 9:45:17 a. m.,65,4,"4,35",INGENIERIA DE SISTEMAS,NOCTURNA,M,22/12/1996 12:00:00 a. m.,68682,SAN JOAQUIN,1,0,1,VIVOS Y SEPARADOS,3,3,3,2
112758,17/01/2019 9:45:17 a. m.,65,4,"4,07",INGENIERIA DE SISTEMAS,NOCTURNA,M,2/08/1996 12:00:00 a. m.,20178,CHIRIGUANA,1,0,1,VIVOS Y SEPARADOS,5,4,3,1
112766,17/01/2019 9:45:18 a. m.,65,4,"4,05",INGENIERIA DE SISTEMAS,NOCTURNA,M,6/06/1989 12:00:00 a. m.,68547,PIEDECUESTA,1,0,0,VIVOS Y SEPARADOS,4,5,2,2
112764,17/01/2019 9:45:18 a. m.,65,4,"4,17",INGENIERIA DE SISTEMAS,NOCTURNA,F,22/08/1984 12:00:00 a. m.,68547,PIEDECUESTA,2,1,0,VIVOS Y SEPARADOS,3,4,3,1
112760,17/01/2019 9:45:18 a. m.,65,4,"4,38",INGENIERIA DE SISTEMAS,NOCTURNA,M,25/04/1999 12:00:00 a. m.,68001,BUCARAMANGA,4,0,1,VIVOS Y CONVIVEN,4,2,3,2
112765,17/01/2019 9:45:18 a. m.,65,4,"4,52",INGENIERIA DE SISTEMAS,NOCTURNA,M,25/01/1999 12:00:00 a. m.,68001,BUCARAMANGA,2,,1,VIVOS Y CONVIVEN,5,1,2,2
112761,17/01/2019 9:45:18 a. m.,65,4,"4,51",INGENIERIA DE SISTEMAS,NOCTURNA,M,3/03/1998 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y SEPARADOS,4,1,2,3
112762,17/01/2019 9:45:18 a. m.,65,4,"4,18",INGENIERIA DE SISTEMAS,NOCTURNA,M,6/04/1996 12:00:00 a. m.,68276,FLORIDABLANCA,2,0,1,VIVOS Y CONVIVEN,4,1,1,1
112763,17/01/2019 9:45:18 a. m.,65,4,"4,14",INGENIERIA DE SISTEMAS,NOCTURNA,F,30/05/1993 12:00:00 a. m.,68001,BUCARAMANGA,3,,1,VIVOS Y CONVIVEN,4,1,1,2
112944,17/01/2019 4:09:46 p. m.,65,4,"3,86",INGENIERIA DE SISTEMAS,NOCTURNA,M,10/10/1993 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,3,1,2,3
112943,17/01/2019 4:09:46 p. m.,65,4,"4,17",INGENIERIA DE SISTEMAS,NOCTURNA,M,20/03/1996 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,5,3,2,2
113405,21/01/2019 11:53:05 a. m.,65,4,"4,26",INGENIERIA DE SISTEMAS,NOCTURNA,M,18/04/1994 12:00:00 a. m.,68324,GUAVATA,1,,0,MADRE VIVA - PADRE DIFUNTO,4,2,2,2
113404,21/01/2019 11:53:05 a. m.,65,4,"4,34",INGENIERIA DE SISTEMAS,NOCTURNA,M,13/03/1995 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,4,1,2,2
113408,21/01/2019 11:53:05 a. m.,65,4,"4,25",INGENIERIA DE SISTEMAS,NOCTURNA,M,16/04/1998 12:00:00 a. m.,13688,SANTA ROSA DEL SUR,2,0,1,VIVOS Y CONVIVEN,5,4,5,2
113406,21/01/2019 11:53:05 a. m.,65,4,4,INGENIERIA DE SISTEMAS,NOCTURNA,M,18/04/1998 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,5,3,3,1
113407,21/01/2019 11:53:05 a. m.,65,4,"4,18",INGENIERIA DE SISTEMAS,NOCTURNA,M,15/03/1996 12:00:00 a. m.,68001,BUCARAMANGA,2,1,0,VIVOS Y CONVIVEN,6,3,4,4
113403,21/01/2019 11:53:05 a. m.,65,4,"4,24",INGENIERIA DE SISTEMAS,NOCTURNA,M,11/11/1999 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,VIVOS Y CONVIVEN,4,1,1,1
113724,21/01/2019 6:05:50 p. m.,65,4,"4,29",INGENIERIA DE SISTEMAS,NOCTURNA,M,20/07/1993 12:00:00 a. m.,68001,BUCARAMANGA,1,1,0,,,,,
114204,23/01/2019 3:55:07 p. m.,65,4,"4,45",INGENIERIA DE SISTEMAS,NOCTURNA,F,10/04/1999 12:00:00 a. m.,68001,BUCARAMANGA,2,,0,VIVOS Y SEPARADOS,2,0,1,1
114747,28/01/2019 2:30:37 p. m.,65,4,"4,3",INGENIERIA DE SISTEMAS,NOCTURNA,F,2/05/1995 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,5,5,5,2
114910,29/01/2019 8:57:42 a. m.,65,4,"4,09",INGENIERIA DE SISTEMAS,NOCTURNA,M,31/08/1995 12:00:00 a. m.,68307,GIRON,1,,1,VIVOS Y CONVIVEN,6,3,3,2
114911,29/01/2019 8:57:43 a. m.,65,4,"3,77",INGENIERIA DE SISTEMAS,NOCTURNA,M,18/09/1996 12:00:00 a. m.,68547,PIEDECUESTA,3,0,0,,,,,
114912,29/01/2019 8:57:43 a. m.,65,4,"3,96",INGENIERIA DE SISTEMAS,NOCTURNA,M,12/03/1997 12:00:00 a. m.,68001,BUCARAMANGA,3,,1,VIVOS Y CONVIVEN,4,1,2,2
115077,29/01/2019 12:55:21 p. m.,65,4,"4,04",INGENIERIA DE SISTEMAS,NOCTURNA,M,18/02/1996 12:00:00 a. m.,68001,BUCARAMANGA,2,0,0,VIVOS Y CONVIVEN,6,5,4,3
115262,30/01/2019 10:35:32 a. m.,10,1,"3,56",INGENIERIA DE SISTEMAS,NOCTURNA,M,11/12/1986 12:00:00 a. m.,68001,BUCARAMANGA,1,0,0,PADRE VIVO - MADRE DIFUNTA,,,,
115633,1/02/2019 9:52:00 a. m.,65,4,"4,17",INGENIERIA DE SISTEMAS,NOCTURNA,M,4/08/1994 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,5,2,3,1
115644,1/02/2019 10:27:53 a. m.,65,4,"4,03",INGENIERIA DE SISTEMAS,NOCTURNA,M,7/05/1986 12:00:00 a. m.,68001,BUCARAMANGA,1,0,0,PADRE VIVO - MADRE DIFUNTA,4,2,1,1
115739,1/02/2019 5:00:10 p. m.,6,1,"2,53",INGENIERIA DE SISTEMAS,NOCTURNA,M,25/07/1996 12:00:00 a. m.,11001,BOGOTA D.C.,5,,1,VIVOS Y CONVIVEN,3,0,1,1
115740,1/02/2019 5:00:10 p. m.,65,4,"4,08",INGENIERIA DE SISTEMAS,NOCTURNA,M,16/02/1994 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,DIFUNTOS,2,1,1,2
116110,14/05/2019 2:49:27 p. m.,65,4,"4,3",INGENIERIA DE SISTEMAS,NOCTURNA,M,13/01/1995 12:00:00 a. m.,68001,BUCARAMANGA,1,0,1,VIVOS Y CONVIVEN,4,4,4,1
117001,28/05/2019 3:31:08 p. m.,65,4,"4,37",INGENIERIA DE SISTEMAS,NOCTURNA,F,9/04/1997 12:00:00 a. m.,68001,BUCARAMANGA,1,0,1,VIVOS Y CONVIVEN,5,2,2,1
117249,31/05/2019 4:11:12 p. m.,65,4,"4,28",INGENIERIA DE SISTEMAS,NOCTURNA,M,22/02/1997 12:00:00 a. m.,68001,BUCARAMANGA,4,,1,VIVOS Y CONVIVEN,4,2,2,2
117569,10/06/2019 5:05:33 p. m.,65,4,"4,09",INGENIERIA DE SISTEMAS,NOCTURNA,F,14/05/1995 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,7,3,3,4
117570,10/06/2019 5:05:33 p. m.,65,4,"4,11",INGENIERIA DE SISTEMAS,NOCTURNA,F,11/01/1996 12:00:00 a. m.,68547,PIEDECUESTA,2,1,0,VIVOS Y SEPARADOS,,,,
118185,20/06/2019 5:15:27 p. m.,41,3,"3,58",INGENIERIA DE SISTEMAS,NOCTURNA,M,30/06/1997 12:00:00 a. m.,68307,GIRON,1,1,0,VIVOS Y CONVIVEN,2,0,0,2
118525,25/06/2019 2:53:22 p. m.,65,4,"4,05",INGENIERIA DE SISTEMAS,NOCTURNA,F,29/10/1995 12:00:00 a. m.,68547,PIEDECUESTA,2,0,1,VIVOS Y CONVIVEN,4,2,1,2
118524,25/06/2019 2:53:22 p. m.,10,1,"2,77",INGENIERIA DE SISTEMAS,NOCTURNA,F,10/11/1994 12:00:00 a. m.,68547,PIEDECUESTA,1,,1,VIVOS Y CONVIVEN,5,3,1,2
118858,2/07/2019 4:54:24 p. m.,65,4,"4,17",INGENIERIA DE SISTEMAS,NOCTURNA,M,28/06/1997 12:00:00 a. m.,68547,PIEDECUESTA,1,1,1,VIVOS Y SEPARADOS,2,1,1,1
118859,2/07/2019 4:54:24 p. m.,65,4,"3,97",INGENIERIA DE SISTEMAS,NOCTURNA,M,31/01/1998 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,VIVOS Y CONVIVEN,6,2,3,2
119102,4/07/2019 5:40:02 p. m.,65,4,"4,01",INGENIERIA DE SISTEMAS,NOCTURNA,M,10/10/1990 12:00:00 a. m.,68307,GIRON,4,0,1,VIVOS Y SEPARADOS,3,5,4,1
119139,5/07/2019 10:36:43 a. m.,65,4,"4,33",INGENIERIA DE SISTEMAS,NOCTURNA,M,28/01/1993 12:00:00 a. m.,68307,GIRON,3,0,1,VIVOS Y CONVIVEN,5,2,1,3
119483,10/07/2019 5:31:28 p. m.,65,4,"4,45",INGENIERIA DE SISTEMAS,NOCTURNA,M,22/03/1995 12:00:00 a. m.,68276,FLORIDABLANCA,3,0,1,VIVOS Y CONVIVEN,4,1,,3
119579,11/07/2019 6:12:29 p. m.,65,4,"4,19",INGENIERIA DE SISTEMAS,NOCTURNA,F,14/09/1998 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,6,3,4,2
119578,11/07/2019 6:12:29 p. m.,65,4,"3,98",INGENIERIA DE SISTEMAS,NOCTURNA,M,31/10/1998 12:00:00 a. m.,68276,FLORIDABLANCA,4,0,1,VIVOS Y CONVIVEN,4,1,2,1
119580,11/07/2019 6:12:30 p. m.,0,0,0,INGENIERIA DE SISTEMAS,NOCTURNA,M,28/03/1999 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,VIVOS Y SEPARADOS,3,1,2,2
119608,12/07/2019 8:50:54 a. m.,65,4,"3,76",INGENIERIA DE SISTEMAS,NOCTURNA,M,25/07/1996 12:00:00 a. m.,11001,BOGOTA D.C.,5,,1,VIVOS Y CONVIVEN,3,0,1,1
119779,17/07/2019 6:22:06 p. m.,65,4,"3,59",INGENIERIA DE SISTEMAS,NOCTURNA,M,24/07/1993 12:00:00 a. m.,68001,BUCARAMANGA,2,0,0,VIVOS Y CONVIVEN,3,1,1,2
119780,17/07/2019 6:22:06 p. m.,65,4,"4,06",INGENIERIA DE SISTEMAS,NOCTURNA,M,12/09/1997 12:00:00 a. m.,68547,PIEDECUESTA,3,0,1,VIVOS Y CONVIVEN,3,1,2,1
119913,19/07/2019 3:05:46 p. m.,6,1,"2,76",INGENIERIA DE SISTEMAS,NOCTURNA,M,8/04/1995 12:00:00 a. m.,68276,FLORIDABLANCA,2,0,1,VIVOS Y SEPARADOS,7,2,3,4
119912,19/07/2019 3:05:46 p. m.,65,4,"3,76",INGENIERIA DE SISTEMAS,NOCTURNA,M,10/08/1997 12:00:00 a. m.,68276,FLORIDABLANCA,1,1,1,VIVOS Y SEPARADOS,5,1,2,2
119914,19/07/2019 3:05:47 p. m.,65,4,4,INGENIERIA DE SISTEMAS,NOCTURNA,M,27/06/1982 12:00:00 a. m.,68001,BUCARAMANGA,4,0,1,VIVOS Y SEPARADOS,5,2,2,2
120284,26/07/2019 11:53:52 a. m.,65,4,"4,02",INGENIERIA DE SISTEMAS,NOCTURNA,M,1/05/1995 12:00:00 a. m.,68001,BUCARAMANGA,2,,1,VIVOS Y SEPARADOS,9,5,1,3
120565,31/07/2019 11:25:45 a. m.,65,4,"4,25",INGENIERIA DE SISTEMAS,NOCTURNA,F,11/03/1995 12:00:00 a. m.,68001,BUCARAMANGA,4,1,0,VIVOS Y SEPARADOS,4,1,1,1
120633,31/07/2019 4:47:56 p. m.,65,4,"3,89",INGENIERIA DE SISTEMAS,NOCTURNA,M,2/11/1988 12:00:00 a. m.,68001,BUCARAMANGA,3,0,0,VIVOS Y SEPARADOS,3,1,1,2
120698,1/08/2019 11:52:07 a. m.,65,4,"3,59",INGENIERIA DE SISTEMAS,NOCTURNA,M,9/11/1990 12:00:00 a. m.,68001,BUCARAMANGA,3,,1,VIVOS Y CONVIVEN,5,3,2,3
121115,12/11/2019 2:22:50 p. m.,65,4,"4,36",INGENIERIA DE SISTEMAS,NOCTURNA,F,13/12/1983 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y SEPARADOS,5,4,4,3
121269,15/11/2019 2:43:56 p. m.,65,4,"3,85",INGENIERIA DE SISTEMAS,NOCTURNA,M,30/07/1997 12:00:00 a. m.,68307,GIRON,2,1,1,MADRE VIVA - PADRE DIFUNTO,3,2,3,1
121371,19/11/2019 3:02:52 p. m.,65,4,"4,29",INGENIERIA DE SISTEMAS,NOCTURNA,M,28/11/1996 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y SEPARADOS,4,1,1,1
121370,19/11/2019 3:02:52 p. m.,22,2,"3,64",INGENIERIA DE SISTEMAS,NOCTURNA,M,28/02/1994 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,6,5,2,2
121468,22/11/2019 9:51:57 a. m.,65,4,"4,3",INGENIERIA DE SISTEMAS,NOCTURNA,M,30/03/1995 12:00:00 a. m.,68001,BUCARAMANGA,3,1,0,VIVOS Y SEPARADOS,5,3,1,3
121561,25/11/2019 2:58:55 p. m.,65,4,"3,64",INGENIERIA DE SISTEMAS,NOCTURNA,M,25/10/1991 12:00:00 a. m.,68276,FLORIDABLANCA,3,,0,,,,,
101836,25/11/2019 4:59:05 p. m.,65,4,"4,16",INGENIERIA DE SISTEMAS,NOCTURNA,M,18/08/1992 12:00:00 a. m.,68547,PIEDECUESTA,3,0,1,VIVOS Y SEPARADOS,6,1,,4
121645,26/11/2019 3:45:12 p. m.,65,4,"3,94",INGENIERIA DE SISTEMAS,NOCTURNA,F,20/07/1995 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,4,3,3,2
121713,28/11/2019 1:54:19 p. m.,65,4,"3,72",INGENIERIA DE SISTEMAS,NOCTURNA,M,18/05/1995 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y CONVIVEN,4,1,1,3
122651,12/12/2019 2:47:27 p. m.,65,4,"4,46",INGENIERIA DE SISTEMAS,NOCTURNA,M,30/11/1992 12:00:00 a. m.,68276,FLORIDABLANCA,3,,1,VIVOS Y CONVIVEN,4,1,1,3
122839,13/12/2019 3:37:46 p. m.,65,4,"4,16",INGENIERIA DE SISTEMAS,NOCTURNA,M,4/07/1997 12:00:00 a. m.,68547,PIEDECUESTA,2,0,1,VIVOS Y CONVIVEN,3,0,1,2
123014,16/12/2019 3:32:43 p. m.,65,4,"4,44",INGENIERIA DE SISTEMAS,NOCTURNA,F,2/10/1998 12:00:00 a. m.,68001,BUCARAMANGA,1,,1,VIVOS Y CONVIVEN,5,2,2,1
123013,16/12/2019 3:32:43 p. m.,65,4,"4,12",INGENIERIA DE SISTEMAS,NOCTURNA,M,21/12/1997 12:00:00 a. m.,68307,GIRON,2,,1,VIVOS Y CONVIVEN,5,2,2,3
123099,17/12/2019 3:39:31 p. m.,65,4,"4,33",INGENIERIA DE SISTEMAS,NOCTURNA,F,7/05/1993 12:00:00 a. m.,68547,PIEDECUESTA,2,,1,VIVOS Y CONVIVEN,5,3,1,2
124071,27/12/2019 3:51:35 p. m.,65,4,"4,21",INGENIERIA DE SISTEMAS,NOCTURNA,M,14/05/1997 12:00:00 a. m.,68307,GIRON,1,0,1,VIVOS Y SEPARADOS,3,4,3,2
124072,27/12/2019 3:51:35 p. m.,65,4,"4,11",INGENIERIA DE SISTEMAS,NOCTURNA,M,30/11/1997 12:00:00 a. m.,68001,BUCARAMANGA,3,,1,VIVOS Y CONVIVEN,6,4,3,3
124073,27/12/2019 3:51:35 p. m.,65,4,"4,26",INGENIERIA DE SISTEMAS,NOCTURNA,M,4/03/1997 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,VIVOS Y CONVIVEN,4,1,1,3
110486,14/11/2018 11:18:49 a. m.,103,6,"3,99",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,10/04/1999 12:00:00 a. m.,68547,PIEDECUESTA,2,0,0,VIVOS Y CONVIVEN,4,1,2,1
110570,21/11/2018 3:58:20 p. m.,97,6,"3,64",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,7/06/2000 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y SEPARADOS,3,2,3,2
110583,22/11/2018 11:07:24 a. m.,103,6,"4,03",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,19/12/2000 12:00:00 a. m.,68255,EL PLAYON,1,1,1,VIVOS Y CONVIVEN,4,2,1,2
110584,22/11/2018 11:14:28 a. m.,59,4,"3,64",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,28/03/1987 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,5,2,1,3
110623,27/11/2018 9:34:53 a. m.,103,6,"3,6",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,7/05/2000 12:00:00 a. m.,11001,BOGOTA D.C.,3,0,1,VIVOS Y SEPARADOS,4,1,2,3
110743,5/12/2018 2:47:05 p. m.,103,6,"3,81",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,19/07/2002 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y CONVIVEN,4,1,1,1
110742,5/12/2018 2:47:05 p. m.,103,6,"4,02",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,18/04/2002 12:00:00 a. m.,68001,BUCARAMANGA,3,0,0,VIVOS Y CONVIVEN,4,3,4,3
110744,5/12/2018 2:47:05 p. m.,31,2,"3,52",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,22/01/2002 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y SEPARADOS,3,0,0,1
110837,10/12/2018 9:11:40 a. m.,70,4,"3,36",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,20/10/2001 12:00:00 a. m.,68689,SAN VICENTE DE CHUCURI,2,1,0,VIVOS Y SEPARADOS,2,1,2,2
110838,10/12/2018 9:11:41 a. m.,72,5,"3,47",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,19/09/1999 12:00:00 a. m.,68432,MALAGA,1,1,1,MADRE VIVA - PADRE DIFUNTO,2,4,4,1
110880,10/12/2018 3:49:34 p. m.,103,6,"4,24",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,3/02/2002 12:00:00 a. m.,68432,MALAGA,2,1,1,VIVOS Y CONVIVEN,4,1,1,2
110881,10/12/2018 3:49:34 p. m.,103,6,"3,84",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,30/07/2001 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y SEPARADOS,2,,,2
110879,10/12/2018 3:49:34 p. m.,103,6,"3,61",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,15/05/2002 12:00:00 a. m.,68307,GIRON,1,0,0,,,,,
110882,10/12/2018 3:49:46 p. m.,14,1,"3,71",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,7/04/1989 12:00:00 a. m.,68276,FLORIDABLANCA,1,1,0,PADRE VIVO - MADRE DIFUNTA,3,4,1,5
111001,11/12/2018 12:00:00 a. m.,72,4,"3,37",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,9/11/1981 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y SEPARADOS,3,3,1,1
110950,11/12/2018 2:12:27 p. m.,2,1,"1,24",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,2/02/1998 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y SEPARADOS,3,6,6,2
110951,11/12/2018 2:12:27 p. m.,6,1,"2,68",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,21/10/2000 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,3,2,2,1
110952,11/12/2018 2:12:40 p. m.,103,6,"4,2",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,17/04/1997 12:00:00 a. m.,68001,BUCARAMANGA,4,1,0,,,,,
111064,12/12/2018 12:00:00 a. m.,103,6,"4,57",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,27/12/1974 12:00:00 a. m.,68001,BUCARAMANGA,2,0,0,VIVOS Y CONVIVEN,4,1,1,1
111081,13/12/2018 3:02:57 p. m.,22,2,"3,49",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,21/02/2000 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y SEPARADOS,4,3,2,1
111082,13/12/2018 3:02:57 p. m.,2,1,"1,59",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,31/05/2000 12:00:00 a. m.,68547,PIEDECUESTA,3,0,1,VIVOS Y CONVIVEN,4,1,1,1
111099,13/12/2018 3:09:55 p. m.,103,6,"3,93",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,20/07/1998 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y SEPARADOS,5,2,2,2
111098,13/12/2018 3:09:55 p. m.,12,1,"2,4",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,24/08/1992 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y SEPARADOS,4,1,1,2
111183,14/12/2018 12:00:00 a. m.,55,3,"3,49",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,8/02/1989 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y SEPARADOS,4,2,1,2
111168,14/12/2018 2:08:01 p. m.,103,6,"4,3",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,13/08/2002 12:00:00 a. m.,68307,GIRON,3,1,1,VIVOS Y CONVIVEN,5,2,2,2
